Autoridad,Año,Bloque,Destino,Expediente,Fecha_llegada,Fecha_salida,Motivo,Viaticos_Total_Dolar,Viaticos_Total_Pesos,Viaticos_dolar,Viaticos_euro,Viaticos_pesos,Duracion_viaje
"NEGRE DE ALONSO, Liliana Teresita",2014,PJ de San Luis,Estados Unidos,HSN 5698 2014,2014-12-08 00:00:00,2014-12-04 00:00:00,Cumbre transatlántica de representantes políticos,1200.0,10260.0,1200.0,0.0,0.0,4.0
"PILATTI VERGARA, María Inés",2014,Frente para la Victoria,Panamá,HSN 5688 2014,2014-12-08 00:00:00,2014-12-04 00:00:00,PARLATINO,1000.0,8550.0,1000.0,0.0,0.0,4.0
"CASTILLO, Oscar Aníbal",2014,Frente Cívico Y Social De Catamarca,Perú,HSN 5848 2014,2014-12-14 00:00:00,2014-12-05 00:00:00,ONU,1400.0,11984.0,1400.0,0.0,0.0,9.0
"GONZÁLEZ, Pablo Gerardo",2014,Frente para la Victoria,Italia,HSN 5788 2014,2014-12-16 00:00:00,2014-12-11 00:00:00,Celebración Eucarística,1595.3271028037384,13656.000000000002,0.0,1200.0,0.0,5.0
"MORANDINI, Norma Elena",2014,Frente Cívico De La Provincia De Córdoba,Perú,HSN 5787 2014,2014-12-15 00:00:00,2014-12-11 00:00:00,Sesión Plenaria del Parlamento Indígena de América,1000.0,8560.0,1000.0,0.0,0.0,4.0
"AGUIRRE, Hilda Clelia",2014,Frente para la Victoria,Panamá,HSN 5688 2014,2014-12-07 00:00:00,2014-12-04 00:00:00,PARLATINO,1000.0,8550.0,1000.0,0.0,0.0,3.0
"ROLDAN, José María",2015,Frente para la Victoria,España,6091/2014,2015-02-06 00:00:00,2015-01-26 00:00:00,Feria Internacional de Turismo FITUR /2015,2506.373117033604,21630.0,0.0,2100.0,0.0,11.0
"CREXELL, Carmen Lucila",2015,Movimiento Popular Neuquino,Estados Unidos,6214/2014,2015-02-08 00:00:00,2015-01-31 00:00:00,Sesión Anual Jóvenes Parlamentarios Globales ONU,1196.9119917653113,11628.0,1200.0,0.0,0.0,8.0
"URTUBEY, Rodolfo Julio",2015,Frente para la Victoria,Chile,6201/ 2014,2015-01-17 00:00:00,2015-01-15 00:00:00,IV Congreso del Futuro (Las encrucijadas del siglo XXI),596.8604651162791,5133.0,0.0,0.0,5133.0,2.0
"CIMADEVILLA, Mario Jorge",2015,Unión Cívica Radical,Estados Unidos,83/2015,2015-02-15 00:00:00,2015-02-09 00:00:00,Reuniones referidas a Seguridad,1200.0,10397.999999999998,1200.0,0.0,0.0,6.0
"IRRÁZABAL, Juan Manuel",2015,Frente para la Victoria,Grecia,96/2015,2015-01-28 00:00:00,2015-01-21 00:00:00,Seminario Europeo Latinoamericano Oportunidades de Futuro,2608.241439349971,22470.0,0.0,2100.0,0.0,7.0
"GODOY, Ruperto Eduardo",2015,Frente para la Victoria,Bolivia,141/2015,2015-01-24 00:00:00,2015-01-21 00:00:00,"Comitiva representantiva del HSN por traspaso de mando
presidencial",799.0713871154962,6884.0,0.0,0.0,6884.0,3.0
"CREXELL, Carmen Lucila",2015,Movimiento Popular Neuquino,España/Reino Unido,5818/2014,2015-03-01 00:00:00,2015-02-19 00:00:00,Congreso Internacional / Reuniones pautadas por Cancillería,2474.1379310344832,21525.0,0.0,2100.0,0.0,10.0
"FELLNER, Liliana Beatriz",2015,Frente para la Victoria,Panamá,349/2015,2015-02-08 00:00:00,2015-02-05 00:00:00,Reunión Parlamento Latinoamericano,750.0,6495.0,750.0,0.0,0.0,3.0
"BERMEJO, Rolando Adolfo",2015,Frente para la Victoria,Chile,388/2015,2015-02-09 00:00:00,2015-02-05 00:00:00,IX Feria Internacional de Papudo,800.0,6928.0,0.0,0.0,6928.0,4.0
"FELLNER, Liliana Beatriz",2015,Frente para la Victoria,Panamá,914/2015,2015-03-17 00:00:00,2015-03-15 00:00:00,Reunión de las Comisiones Parlamentarias (EUROLAT),748.0699948533196,7267.5,750.0,0.0,0.0,2.0
"HIGONET, María de los Ángeles",2015,PJ La Pampa,Panamá,914 /2015,2015-03-19 00:00:00,2015-03-16 00:00:00,Reunión de las Comisiones Parlamentarias (EUROLAT),750.0,6588.75,750.0,0.0,0.0,3.0
"CASTILLO, Oscar Aníbal",2015,Frente Cívico Y Social De Catamarca,Corea del Sur,912 /2015,2015-05-01 00:00:00,2015-04-16 00:00:00,VII World Water Forum,2100.0,18627.0,2100.0,0.0,0.0,15.0
"ABAL MEDINA, Juan Manuel",2015,Frente para la Victoria,Ecuador,1428 /2015,2015-04-11 00:00:00,2015-04-09 00:00:00,Mesa de Diálogo Parlamento Latinoamericano,600.0,5307.0,600.0,0.0,0.0,2.0
"AGUIRRE, Hilda Clelia",2015,Frente para la Victoria,Panamá,1426 /2015,2015-04-13 00:00:00,2015-04-08 00:00:00,Reunión Comisión de Parlamento Latinoamericano,1000.0,8840.0,1000.0,0.0,0.0,5.0
"GODOY, Ruperto Eduardo",2015,Frente para la Victoria,Panamá,1426 /2015,2015-04-12 00:00:00,2015-04-10 00:00:00,Reunión Comisión de Parlamento Latinoamericano,750.0,6637.5,750.0,0.0,0.0,2.0
"NEGRE DE ALONSO, Liliana Teresita",2015,PJ de San Luis,Armenia,1522 /2015,2015-04-25 00:00:00,2015-04-19 00:00:00,Foro Global y Político en contra del Genocidio,1795.3679876479669,17442.0,1800.0,0.0,0.0,6.0
"GIUSTINIANI, Rubén Héctor",2015,Partido Socialista,Armenia,1522 /2015,2015-05-02 00:00:00,2015-04-20 00:00:00,Foro Global y Político en contra del Genocidio,2100.0,18637.5,2100.0,0.0,0.0,12.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2015,Frente Cívico Por Santiago,Puerto Rico,1552 /2015,2015-04-21 00:00:00,2015-04-16 00:00:00,XXIX Reunión de la Conf. Parlamentaria de las Américas,1000.0,8870.0,1000.0,0.0,0.0,5.0
"DE LA ROSA, María Graciela",2015,Frente para la Victoria,Colombia,1714 /2015,2015-04-27 00:00:00,2015-04-22 00:00:00,"III Encuentro de Planificación del Frente Parlamentario contra el
Hambre",1000.0,8880.0,1000.0,0.0,0.0,5.0
"ABAL MEDINA, Juan Manuel",2015,Frente para la Victoria,México,1742 /2015,2015-04-30 00:00:00,2015-04-28 00:00:00,Seminario Reforma Política del Estado Mexicano,750.0,6675.0,750.0,0.0,0.0,2.0
"SOLANAS, Fernando Ezequiel",2015,Proyecto Sur-UNEN,Italia,1829 /2015,2015-05-01 00:00:00,2015-04-25 00:00:00,Cumbre de las Academias Pontificias de Ciencias Sociales,2084.4055584148223,20250.0,0.0,1800.0,0.0,6.0
"CREXELL, Carmen Lucila",2015,Movimiento Popular Neuquino,Japón/Bélgica,1813 /2015,2015-06-07 00:00:00,2015-05-21 00:00:00,"Conferencia Mundial de Jóvenes Parlamentarios (UIP) y VIII
Sesión Plenaria Ordinaria de la Asamblea Parlamentaria",2198.9966555183946,19725.0,1500.0,600.0,0.0,17.0
"FELLNER, Liliana Beatriz",2015,Frente para la Victoria,Panamá,1977 /2015,2015-05-05 00:00:00,2015-05-03 00:00:00,Reunión previa XXX Asamblea Parlamento Latinoamericano,748.0699948533196,7267.5,750.0,0.0,0.0,2.0
"MARTINEZ, Alfredo",2015,Unión Cívica Radical,Chile,2273 /2015,2015-05-16 00:00:00,2015-05-14 00:00:00,IXX Reunión Parlamentaria Bicameral Argento/Chilena,399.5528228060369,3574.0,0.0,0.0,3574.0,2.0
"MAYANS, José Miguel Ángel",2015,Frente para la Victoria,Uruguay,2236 /2015,2015-05-20 00:00:00,2015-05-18 00:00:00,Reunión Mesa Directiva Parlamento del MERCOSUR,598.6599664991625,5361.0,0.0,0.0,5361.0,2.0
"LABADO, María Ester",2015,Frente para la Victoria,Panamá,2089 /2015,2015-05-18 00:00:00,2015-05-14 00:00:00,XXX Asamblea ordinaria del Parlamento Latinoamericano,750.0,6708.75,750.0,0.0,0.0,4.0
"NEGRE DE ALONSO, Liliana Teresita",2015,PJ de San Luis,Panamá,2089 /2015,2015-05-15 00:00:00,2015-05-13 00:00:00,IXX Reunión Parlamentaria Bicameral Argento/Chilena,750.0,6708.75,750.0,0.0,0.0,2.0
"HIGONET, María de los Ángeles",2015,PJ La Pampa,Letonia,2132 /2015,2015-05-18 00:00:00,2015-05-13 00:00:00,Reunión EUROLAT,1752.3756288429288,15674.999999999998,0.0,1500.0,0.0,5.0
"CIMADEVILLA, Mario Jorge",2015,Unión Cívica Radical,Estados Unidos,2178 /2015,2015-05-17 00:00:00,2015-05-12 00:00:00,Comisión de Valores de los Estados Unidos,1500.0,13410.0,1500.0,0.0,0.0,5.0
"RIOFRÍO, Marina Raquel",2015,Frente para la Victoria,Chile,2273 /2015,2015-05-15 00:00:00,2015-05-15 00:00:00,IXX Reunión Parlamentaria Bicameral Argento/Chilena,199.66480446927372,1787.0,0.0,0.0,1787.0,0.0
"ABAL MEDINA, Juan Manuel",2015,Frente para la Victoria,Brasil,2537 /2015,2015-06-01 00:00:00,2015-05-31 00:00:00,"Encuentro con el presidente del PT y con la secretaria de
Relaciones Internacionales",462.68656716417917,4495.0,0.0,0.0,4495.0,1.0
"FELLNER, Liliana Beatriz",2015,Frente para la Victoria,Panamá,2048 /2015,2015-05-19 00:00:00,2015-05-14 00:00:00,XXX Asamblea ordinaria del Parlamento Latinoamericano,1500.0,13417.5,1500.0,0.0,0.0,5.0
"KUNATH, Sigrid Elisabeth",2015,Frente para la Victoria,Panamá,2048 /2015,2015-05-18 00:00:00,2015-05-14 00:00:00,XXX Asamblea ordinaria del Parlamento Latinoamericano,1000.0,8945.0,1000.0,0.0,0.0,4.0
"PERSICO, Daniel Raúl",2015,Frente para la Victoria,Panamá,2048 /2015,2015-05-18 00:00:00,2015-05-14 00:00:00,XXX Asamblea ordinaria del Parlamento Latinoamericano,1000.0,8945.0,1000.0,0.0,0.0,4.0
"ROZAS, Ángel",2015,Unión Cívica Radical,Sudáfrica,2177 /2015,2015-06-16 00:00:00,2015-06-03 00:00:00,XXVII Sesiones ordinarias del Consejo Ejecutivo Unión Africana,2100.0,18921.0,2100.0,0.0,0.0,13.0
"FELLNER, Liliana Beatriz",2015,Frente para la Victoria,Cuba,2595 /2015,2015-06-10 00:00:00,2015-06-04 00:00:00,Reunión Comisión de Salud PARLATINO,1400.0,12621.0,1400.0,0.0,0.0,6.0
"PERSICO, Daniel Raúl",2015,Frente para la Victoria,Cuba,2595 /2015,2015-06-09 00:00:00,2015-06-04 00:00:00,Reunión Comisión de Salud PARLATINO,1000.0,9015.0,1000.0,0.0,0.0,5.0
"LABADO, María Ester",2015,Frente para la Victoria,Cuba,2595 /2015,2015-06-10 00:00:00,2015-06-04 00:00:00,Reunión Comisión de Salud PARLATINO,1400.0,12621.0,1400.0,0.0,0.0,6.0
"DE LA ROSA, María Graciela",2015,Frente para la Victoria,Francia,2832 /2015,2015-06-19 00:00:00,2015-06-15 00:00:00,"Comisión Bicameral Especial Investigadora Instrumentos
Bancarios y Financieros",1399.6683250414594,12660.0,0.0,1200.0,0.0,4.0
"GONZÁLEZ, Pablo Gerardo",2015,Frente para la Victoria,Francia,2832 /2015,2015-06-19 00:00:00,2015-06-15 00:00:00,"Comisión Bicameral Especial Investigadora Instrumentos
Bancarios y Financieros",1399.6683250414594,12660.0,0.0,1200.0,0.0,4.0
"GIUSTINIANI, Rubén Héctor",2015,Partido Socialista,Estados Unidos,3039 /2015,2015-07-02 00:00:00,2015-06-23 00:00:00,Comité de Descolonización de la ONU,2100.0,19036.5,2100.0,0.0,0.0,9.0
"ROZAS, Ángel",2015,Unión Cívica Radical,Estados Unidos,3039 /2015,2015-06-30 00:00:00,2015-06-23 00:00:00,Comité de Descolonización de la ONU,2100.0,19036.5,2100.0,0.0,0.0,7.0
"MORANDINI, Norma Elena",2015,Frente Cívico De La Provincia De Córdoba,México,3063 /2015,2015-06-29 00:00:00,2015-06-21 00:00:00,Parlatino,1246.7833247555327,12112.5,1250.0,0.0,0.0,8.0
"LEGUIZAMÓN, María Laura",2015,Frente para la Victoria,Estados Unidos,3313 /2015,2015-06-30 00:00:00,2015-06-23 00:00:00,Global Compact +15,2100.0,19036.5,2100.0,0.0,0.0,7.0
"HIGONET, María de los Ángeles",2015,PJ La Pampa,Suiza,2302 /2015,2015-06-10 00:00:00,2015-06-02 00:00:00,OIT,2436.9794558578565,21945.0,0.0,2100.0,0.0,8.0
"RIOFRÍO, Marina Raquel",2015,Frente para la Victoria,Suiza,2302 /2015,2015-06-18 00:00:00,2015-06-10 00:00:00,OIT,2453.4883720930234,22155.0,0.0,2100.0,0.0,8.0
"DE LA ROSA, María Graciela",2015,Frente para la Victoria,Suiza,2302 /2015,nan-2015,nan-2015,OIT,0.0,0.0,0.0,0.0,0.0,
"GONZÁLEZ, Pablo Gerardo",2015,Frente para la Victoria,Suiza,2302 /2015,2015-06-11 00:00:00,2015-06-03 00:00:00,OIT,2435.627081021088,21945.0,0.0,2100.0,0.0,8.0
"GIUSTINIANI, Rubén Héctor",2015,Partido Socialista,Suiza,2302 /2015,2015-06-12 00:00:00,2015-06-07 00:00:00,OIT,1737.004632012352,16875.0,0.0,1500.0,0.0,5.0
"NEGRE DE ALONSO, Liliana Teresita",2015,PJ de San Luis,Suiza,2302 /2015,2015-06-12 00:00:00,2015-06-07 00:00:00,OIT,1737.004632012352,16875.0,0.0,1500.0,0.0,5.0
"ABAL MEDINA, Juan Manuel",2015,Frente para la Victoria,Rusia,3128 /2015,2015-07-11 00:00:00,2015-07-05 00:00:00,Consejo de la Federación de la Asamblea Federal,1795.3679876479669,17442.0,1800.0,0.0,0.0,6.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2015,Frente Cívico Por Santiago,Paraguay,3229 /2015,2015-07-13 00:00:00,2015-07-09 00:00:00,Visita del papa a la república del Paraguay,934.1224909933093,9075.0,0.0,0.0,9075.0,4.0
"CABRAL, Salvador",2015,Frente para la Victoria,Brasil,3453 /2015,2015-07-18 00:00:00,2015-07-13 00:00:00,MERCOSUR,1499.1237677984666,13687.0,0.0,0.0,13687.0,5.0
"KUNATH, Sigrid Elisabeth",2015,Frente para la Victoria,Panamá,3615 /2015,2015-08-01 00:00:00,2015-07-30 00:00:00,Parlatino,750.0,6892.5,750.0,0.0,0.0,2.0
"FELLNER, Liliana Beatriz",2015,Frente para la Victoria,Panamá,3615 /2015,2015-08-01 00:00:00,2015-07-28 00:00:00,Parlatino,1000.0,9180.0,1000.0,0.0,0.0,4.0
"FELLNER, Liliana Beatriz",2015,Frente para la Victoria,Bolivia,4139 /2015,2015-08-15 00:00:00,2015-08-12 00:00:00,Parlatino,798.7005955603682,7376.0,0.0,0.0,7376.0,3.0
"DE LA ROSA, María Graciela",2015,Frente para la Victoria,México,4138 /2015,2015-08-16 00:00:00,2015-08-12 00:00:00,Foro Internacional para Fortalecer la Agricultura Familiar,1000.0,9235.0,1000.0,0.0,0.0,4.0
"MORANDINI, Norma Elena",2015,Frente Cívico De La Provincia De Córdoba,Brasil,4239 /2015,2015-08-22 00:00:00,2015-08-17 00:00:00,Parlatino,1188.883170355121,11550.0,0.0,0.0,11550.0,5.0
"HIGONET, María de los Ángeles",2015,PJ La Pampa,Brasil,4239 /2015,2015-08-22 00:00:00,2015-08-18 00:00:00,Parlatino,998.9189189189191,9240.0,0.0,0.0,9240.0,4.0
"GARCIA LARRABURU, Silvina Marcela",2015,Frente para la Victoria,Estados Unidos,4251 /2015,2015-09-05 00:00:00,2015-08-29 00:00:00,Conferencia Mundial de Presidentes de Parlamento,1795.3679876479669,17442.0,1800.0,0.0,0.0,7.0
"URTUBEY, Rodolfo Julio",2015,Frente para la Victoria,Estados Unidos,4251 /2015,2015-09-05 00:00:00,2015-08-29 00:00:00,Conferencia Mundial de Presidentes de Parlamento,1795.3679876479669,17442.0,1800.0,0.0,0.0,7.0
"RIOFRÍO, Marina Raquel",2015,Frente para la Victoria,Estados Unidos,4251 /2015,2015-09-03 00:00:00,2015-08-30 00:00:00,Conferencia Mundial de Presidentes de Parlamento,0.0,0.0,0.0,0.0,0.0,4.0
"MONTERO, Laura Gisela",2015,Unión Cívica Radical,Uruguay,4136 /2015,2015-08-18 00:00:00,2015-08-17 00:00:00,Mercosur,0.0,0.0,0.0,0.0,0.0,1.0
"PILATTI VERGARA, María Inés",2015,Frente para la Victoria,Uruguay,4136 /2015,2015-08-18 00:00:00,2015-08-17 00:00:00,Mercosur,380.03088008234687,3692.0,0.0,0.0,3692.0,1.0
"ROZAS, Ángel",2015,Unión Cívica Radical,Uruguay,4136 /2015,2015-08-18 00:00:00,2015-08-14 00:00:00,Mercosur,998.3775013520824,9230.0,0.0,0.0,9230.0,4.0
"CASTILLO, Oscar Aníbal",2015,Frente Cívico Y Social De Catamarca,Uruguay,4136 /2015,2015-08-17 00:00:00,2015-08-16 00:00:00,Mercosur,380.03088008234687,3692.0,0.0,0.0,3692.0,1.0
"RODRÍGUEZ SAÁ, Adolfo",2015,PJ de San Luis,Uruguay,4136 /2015,2015-08-17 00:00:00,2015-08-16 00:00:00,Mercosur,380.03088008234687,3692.0,0.0,0.0,3692.0,1.0
"GIMENEZ, Sandra Daniela",2015,Frente para la Victoria,Uruguay,4136 /2015,2015-08-17 00:00:00,2015-08-17 00:00:00,Mercosur,190.01544004117343,1846.0,0.0,0.0,1846.0,0.0
"MAYANS, José Miguel Ángel",2015,Frente para la Victoria,Uruguay,4136 /2015,2015-08-18 00:00:00,2015-08-14 00:00:00,Mercosur,998.3775013520824,9230.0,0.0,0.0,9230.0,4.0
"ODARDA, María Magdalena",2015,Coalición Cívica ARI,Chile,4374 /2015,2015-08-25 00:00:00,2015-08-24 00:00:00,Encuentro con el superintendente de Valores y Seguros,199.7842502696872,1852.0,0.0,0.0,1852.0,1.0
"CIMADEVILLA, Mario Jorge",2015,Unión Cívica Radical,Estados Unidos,4310 /2015,2015-09-06 00:00:00,2015-08-30 00:00:00,Conferencia Mundial de Presidentes de Parlamento,1795.3679876479669,17442.0,1800.0,0.0,0.0,7.0
"AGUIRRE, Hilda Clelia",2015,Frente para la Victoria,Colombia,4508 /2015,2015-09-07 00:00:00,2015-09-01 00:00:00,Parlatino,600.0,5583.0,600.0,0.0,0.0,6.0
"CREXELL, Carmen Lucila",2015,Movimiento Popular Neuquino,Rusia,3988 /2015,2015-09-28 00:00:00,2015-09-21 00:00:00,Foro Euroasiático de Mujeres,1200.0,11268.0,1200.0,0.0,0.0,7.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2015,Frente Cívico Por Santiago,México,4611 /2015,2015-09-13 00:00:00,2015-09-09 00:00:00,COPA y Reunión Anual de la Red de Mujeres Parlamentarias de las Américas,1000.0,9350.0,1000.0,0.0,0.0,4.0
"HIGONET, María de los Ángeles",2015,PJ La Pampa,México/Panamá,4611 /2015,2015-09-16 00:00:00,2015-09-08 00:00:00,"COPA y Reunión Anual de la Red de Mujeres Parlamentarias de
las Américas",1750.0,16362.5,1750.0,0.0,0.0,8.0
"BERMEJO, Rolando Adolfo",2015,Frente para la Victoria,Estados Unidos,4228 /2015,2015-09-16 00:00:00,2015-09-10 00:00:00,"Segunda fase del plan estratégico para calles sostenibles e
iluminación verde",2100.0,19645.5,2100.0,0.0,0.0,6.0
"MONTERO, Laura Gisela",2015,Unión Cívica Radical,Uruguay,TRI-2677/15,2015-09-22 00:00:00,2015-09-20 00:00:00,Mercosur,0.0,0.0,0.0,0.0,0.0,2.0
"RODRÍGUEZ SAÁ, Adolfo",2015,PJ de San Luis,Uruguay,4750 /2015,2015-09-21 00:00:00,2015-09-20 00:00:00,Mercosur,385.58929490478636,3746.0,0.0,0.0,3746.0,1.0
"MAYANS, José Miguel Ángel",2015,Frente para la Victoria,Uruguay,4750 /2015,2015-09-22 00:00:00,2015-09-20 00:00:00,Mercosur,578.3839423571796,5619.0,0.0,0.0,5619.0,2.0
"PILATTI VERGARA, María Inés",2015,Frente para la Victoria,México,4705 /2015,2015-09-28 00:00:00,2015-09-24 00:00:00,Parlatino,1000.0,9410.0,1000.0,0.0,0.0,4.0
"DE LA ROSA, María Graciela",2015,Frente para la Victoria,México,4705 /2015,2015-09-27 00:00:00,2015-09-23 00:00:00,Parlatino,1000.0,9400.0,1000.0,0.0,0.0,4.0
"URTUBEY, Rodolfo Julio",2015,Frente para la Victoria,México,4705 /2015,nan-2015,nan-2015,Parlatino,0.0,0.0,0.0,0.0,0.0,
"NEGRE DE ALONSO, Liliana Teresita",2015,PJ de San Luis,México,4705 /2015,2015-09-27 00:00:00,2015-09-23 00:00:00,Parlatino,1000.0,9400.0,1000.0,0.0,0.0,4.0
"PERSICO, Daniel Raúl",2015,Frente para la Victoria,México,4705 /2015,2015-09-28 00:00:00,2015-09-24 00:00:00,Parlatino,1000.0,9410.0,1000.0,0.0,0.0,4.0
"HIGONET, María de los Ángeles",2015,PJ La Pampa,Rusia/Reino Unido de Gran Bretaña,4849  /2015,2015-09-29 00:00:00,2015-09-22 00:00:00,Foro Euroasiático de Mujeres,2100.0,19729.5,2100.0,0.0,0.0,7.0
"AGUILAR, Eduardo",2015,Frente para la Victoria,Estados Unidos,4952 /2015,2015-10-01 00:00:00,2015-09-24 00:00:00,Integrar Comitiva Oficial,1800.0,16938.0,1800.0,0.0,0.0,7.0
"FELLNER, Liliana Beatriz",2015,Frente para la Victoria,Guayana,4919 /2015,2015-10-01 00:00:00,2015-09-29 00:00:00,Lanzamiento de ARSAT-2,1074.8407643312103,10125.0,0.0,900.0,0.0,2.0
"PICHETTO, Miguel  Ángel",2015,Frente para la Victoria,Guayana,4919 /2015,2015-10-01 00:00:00,2015-09-29 00:00:00,Lanzamiento de ARSAT-2,1074.8407643312103,10125.0,0.0,900.0,0.0,2.0
"FUENTES, Marcelo",2015,Frente para la Victoria,República Checa,4956 /2015,2015-08-19 00:00:00,2015-08-09 00:00:00,"Asamblea de Parlamentarios por la No Proliferación y el Desarme
Nuclear",1389.6037056098817,13500.0,0.0,1200.0,0.0,10.0
"MORANDINI, Norma Elena",2015,Frente Cívico De La Provincia De Córdoba,Portugal,4918 /2015,2015-10-13 00:00:00,2015-10-02 00:00:00,Congreso Mundial de Educación,1430.0847457627121,13500.0,0.0,1200.0,0.0,11.0
"BORELLO, Marta",2015,Unión Cívica Radical,Portugal,4918 /2015,2015-10-17 00:00:00,2015-10-07 00:00:00,Congreso Mundial de Educación,1783.826638477801,16875.0,0.0,1500.0,0.0,10.0
"MONLLAU, Blanca María",2015,Frente Cívico Y Social De Catamarca,Portugal,4918 /2015,2015-10-17 00:00:00,2015-10-07 00:00:00,Congreso Mundial de Educación,1783.826638477801,16875.0,0.0,1500.0,0.0,10.0
"GIUSTINIANI, Rubén Héctor",2015,Partido Socialista,Suiza,4795 /2015,2015-10-19 00:00:00,2015-09-28 00:00:00,"Asamblea de la Unión Interparlamentaria y reunión de la
Asociación de los Secretarios Generales de los Parlamentos",2507.9617834394903,23625.0,0.0,2100.0,0.0,21.0
"LATORRE, Roxana",2015,Santa Fe Federal,Suiza,4795 /2015,2015-10-19 00:00:00,2015-10-08 00:00:00,"Asamblea de la Unión Interparlamentaria y reunión de la
Asociación de los Secretarios Generales de los Parlamentos",2496.038034865293,23625.0,0.0,2100.0,0.0,11.0
"URTUBEY, Rodolfo Julio",2015,Frente para la Victoria,Suiza,4795 /2015,2015-10-19 00:00:00,2015-10-15 00:00:00,"Asamblea de la Unión Interparlamentaria y reunión de la
Asociación de los Secretarios Generales de los Parlamentos",1422.550052687039,13500.0,0.0,1200.0,0.0,4.0
"CREXELL, Carmen Lucila",2015,Movimiento Popular Neuquino,Suiza,4795 /2015,2015-10-23 00:00:00,2015-10-15 00:00:00,"Asamblea de la Unión Interparlamentaria y reunión de la
Asociación de los Secretarios Generales de los Parlamentos",2489.4625922023183,23625.0,0.0,2100.0,0.0,8.0
"HIGONET, María de los Ángeles",2015,PJ La Pampa,"República
Checa/Suiza",5306 /2015,2015-10-20 00:00:00,2015-10-13 00:00:00,"Asamblea de Parlamentarios por la No Proliferación y el Desarme
Nuclear",2493.4036939313987,23625.0,0.0,2100.0,0.0,7.0
"FELLNER, Liliana Beatriz",2015,Frente para la Victoria,Panamá,5452 /2015,2015-11-01 00:00:00,2015-10-29 00:00:00,Parlatino,1000.0,9550.0,1000.0,0.0,0.0,3.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2015,Frente Cívico Por Santiago,Aruba,5453 /2015,2015-11-03 00:00:00,2015-10-29 00:00:00,Parlatino,1000.0,9550.0,1000.0,0.0,0.0,5.0
"BOYADJIAN, Miriam Ruth",2015,Movimiento Popular Fueguino,Aruba,5453 /2015,2015-11-05 00:00:00,2015-10-29 00:00:00,Parlatino,1000.0,9550.0,1000.0,0.0,0.0,7.0
"IRRÁZABAL, Juan Manuel",2015,Frente para la Victoria,Francia,5454/2015,nan-2015,nan-2015,Cumbre Internacionalista Plan B,0.0,0.0,0.0,0.0,0.0,
"HIGONET, María de los Ángeles",2015,PJ La Pampa,Panamá,5830/2015,2015-12-01 00:00:00,2015-11-27 00:00:00,Parlatino,997.4266598044263,9690.0,1000.0,0.0,0.0,4.0
"FELLNER, Liliana Beatriz",2015,Frente para la Victoria,Panamá,5830/2015,2015-11-29 00:00:00,2015-11-26 00:00:00,Parlatino,1000.0,9690.0,1000.0,0.0,0.0,3.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2015,Frente Cívico Por Santiago,Panamá,5830/2015,2015-11-30 00:00:00,2015-11-26 00:00:00,Parlatino,1000.0,9690.0,1000.0,0.0,0.0,4.0
"BOYADJIAN, Miriam Ruth",2015,Movimiento Popular Fueguino,Panamá,5830/2015,2015-11-30 00:00:00,2015-11-26 00:00:00,Parlatino,1000.0,9690.0,1000.0,0.0,0.0,4.0
"BERTONE, Rosana Andrea",2015,Frente para la Victoria,Panamá,5830/2015,2015-11-29 00:00:00,2015-11-26 00:00:00,Parlatino,1000.0,9690.0,1000.0,0.0,0.0,3.0
"CREXELL, Carmen Lucila",2015,Movimiento Popular Neuquino,Francia,5458/2015,2015-12-11 00:00:00,2015-11-30 00:00:00,ONU,2436.8231046931405,23625.0,0.0,2100.0,0.0,11.0
"SOLANAS, Fernando Ezequiel",2015,Proyecto Sur-UNEN,Francia,5458/2015,2015-12-13 00:00:00,2015-12-02 00:00:00,ONU,2431.806484817293,23625.0,0.0,2100.0,0.0,11.0
"PINEDO, Federico",2016,Frente PRO,Estados Unidos,211/2016,2016-02-11 00:00:00,2016-02-05 00:00:00,ONU,1500.0,21675.0,1500.0,0.0,0.0,6.0
"URTUBEY, Rodolfo Julio",2016,Frente para la Victoria,Estados Unidos,211/2016,2016-02-10 00:00:00,2016-02-06 00:00:00,ONU,1200.0,19260.0,1200.0,0.0,0.0,4.0
"FELLNER, Liliana Beatriz",2016,Frente para la Victoria,Panamá,370/2016,2016-02-15 00:00:00,2016-02-12 00:00:00,Parlatino,750.0,11175.0,750.0,0.0,0.0,3.0
"CREXELL, Carmen Lucila",2016,Movimiento Popular Neuquino,Reino Unido de Gran Bretaña,426/2016,2016-03-17 00:00:00,2016-03-14 00:00:00,Conferencia Parlamentaria Internacional,2513.0,37695.0,0.0,2100.0,0.0,3.0
"URTUBEY, Rodolfo Julio",2016,Frente para la Victoria,Estados Unidos,1388/2016,2016-04-24 00:00:00,2016-04-17 00:00:00,ONU,1500.0,24075.0,1500.0,0.0,0.0,7.0
"PEROTTI, Omar Ángel",2016,Frente para la Victoria,Estados Unidos,1398/2016,2016-04-24 00:00:00,2016-04-22 00:00:00,Conferencia Master Argentina,900.0,13140.0,900.0,0.0,0.0,2.0
