id,label,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class
26200,Julieta231099,0,1,1,0.0,1.0,1.0,0
26201,farociudad,4,7,11,4.0,7.0,11.0,91
26202,robynruth,1,0,1,1.0,0.0,1.0,0
26203,lordbvron,0,1,1,0.0,1.0,1.0,0
26204,Lula_Ventresca,0,1,1,0.0,1.0,1.0,0
26205,GonzaloGarcia00,2,0,2,2.0,0.0,2.0,0
26206,evulopez,3,0,3,3.0,0.0,3.0,0
26207,TonaCaro,1,0,1,1.0,0.0,1.0,0
26208,lapapelebra,1,0,1,1.0,0.0,1.0,0
26209,diamondbarnet13,1,4,5,1.0,4.0,5.0,0
26210,Ndnd12244853,0,1,1,0.0,1.0,1.0,0
26211,SilviaDiLucia,2,2,4,2.0,2.0,4.0,0
26212,betsywebb2254,1,4,5,1.0,4.0,5.0,0
26213,SeleGularte,1,0,1,1.0,0.0,1.0,0
26214,Chiara_er,1,0,1,1.0,0.0,1.0,0
26215,pipivazquez96,0,1,1,0.0,1.0,1.0,0
26216,sofiamquintero,0,1,1,0.0,1.0,1.0,0
26217,SabriSchultz,1,0,1,1.0,0.0,1.0,0
26218,solomeo_paredes,1,0,1,1.0,0.0,1.0,0
26219,pociusnadia,1,0,1,1.0,0.0,1.0,0
26220,alan_angeli,4,2,6,4.0,3.0,7.0,0
26221,SenPaulRyan,1,0,1,1.0,0.0,1.0,0
26222,echohelmintoll2,1,4,5,1.0,4.0,5.0,0
26223,EconomicasUNC,7,16,23,7.0,16.0,23.0,47
26224,vans0n_,0,1,1,0.0,1.0,1.0,0
26225,lauritahen,3,1,4,3.0,8.0,11.0,0
26226,JesiDalesandro,0,1,1,0.0,1.0,1.0,0
26227,antomontenegr10,1,0,1,1.0,0.0,1.0,0
26228,JamesOforro,1,0,1,1.0,0.0,1.0,0
26229,YeguaEscorpiana,2,6,8,2.0,6.0,8.0,91
26230,momynob,0,1,1,0.0,1.0,1.0,0
26231,stilesskai,1,0,1,1.0,0.0,1.0,0
26232,theiss_aird,0,1,1,0.0,1.0,1.0,0
26233,patodi1285,0,1,1,0.0,1.0,1.0,0
26234,liighiglione,1,4,5,1.0,4.0,5.0,0
26235,CajitaDeGalleta,1,0,1,1.0,0.0,1.0,0
26236,ezequielmatiasv,1,0,1,1.0,0.0,1.0,0
26237,CavagnaRafael,0,2,2,0.0,2.0,2.0,0
26238,MARCIELOARENAS,1,0,1,1.0,0.0,1.0,0
26239,feedefferrari,1,0,1,1.0,0.0,1.0,0
26240,aunquefluyan,0,1,1,0.0,1.0,1.0,0
26241,sobelu2003,0,2,2,0.0,2.0,2.0,0
26242,LauroGrande,1,1,2,3.0,1.0,4.0,0
26243,Abrilchhus_,0,1,1,0.0,1.0,1.0,0
26244,davilafede,1,2,3,1.0,2.0,3.0,0
26245,J_Pajarito236,0,1,1,0.0,1.0,1.0,0
26246,SirCreation,0,2,2,0.0,2.0,2.0,0
26247,Carolasarubbi,0,1,1,0.0,1.0,1.0,0
26248,mumimumi09,91,156,247,138.0,213.0,351.0,18
26249,fredy5161,3,2,5,9.0,3.0,12.0,0
26250,JechuW16,0,1,1,0.0,1.0,1.0,0
26251,leondavidb,0,1,1,0.0,1.0,1.0,0
26252,LuuLambies,0,1,1,0.0,1.0,1.0,0
26253,Intratablestv,2,4,6,3.0,4.0,7.0,0
26254,malenamalavolta,0,1,1,0.0,1.0,1.0,0
26255,RickydanielOk,1,0,1,1.0,0.0,1.0,0
26256,marisaferrario1,0,1,1,0.0,1.0,1.0,0
26257,casla_peniaSJ,4,9,13,10.0,15.0,25.0,170
26258,patto2006,5,2,7,5.0,2.0,7.0,91
26259,beatle_lmj,1,0,1,1.0,0.0,1.0,0
26260,MariaNo88222456,5,3,8,5.0,4.0,9.0,131
26261,ABCfilmaciones,1,0,1,1.0,0.0,1.0,0
26262,dariitoromero,9,16,25,9.0,16.0,25.0,91
26263,PatriaGrandeLP,0,1,1,0.0,3.0,3.0,0
26264,comunidadtic,0,1,1,0.0,1.0,1.0,0
26265,LilinaCarrio,7,13,20,11.0,13.0,24.0,91
26266,Vilma95637671,2,1,3,2.0,1.0,3.0,0
26267,dmcutu,1,1,2,1.0,1.0,2.0,0
26268,pablogennaro,6,4,10,6.0,6.0,12.0,91
26269,olguita228,0,1,1,0.0,1.0,1.0,0
26270,lara_chaves6,0,1,1,0.0,1.0,1.0,0
26271,SereeR27,1,0,1,1.0,0.0,1.0,0
26272,ariel_quiroz47,1,0,1,1.0,0.0,1.0,0
26273,Itss_naaeee,1,0,1,1.0,0.0,1.0,0
26274,lucerodesolano,11,6,17,11.0,8.0,19.0,91
26275,AnaKlavel,1,0,1,1.0,0.0,1.0,0
26276,PamMaigua,0,1,1,0.0,1.0,1.0,0
26277,larroschiqui,0,2,2,0.0,2.0,2.0,0
26278,WhoUCallinAF,0,2,2,0.0,2.0,2.0,0
26279,vrij_nederland,0,4,4,0.0,16.0,16.0,0
26280,soymuygorila,1,3,4,1.0,3.0,4.0,0
26281,marcelo12lomas,1,3,4,1.0,3.0,4.0,0
26282,MuriAlvarezM,1,0,1,1.0,0.0,1.0,0
26283,Yapura_Walter,1,0,1,1.0,0.0,1.0,0
26284,TuminiSM,2,1,3,2.0,1.0,3.0,0
26285,CamiiFratti,0,1,1,0.0,1.0,1.0,0
26286,helloitsariana,1,0,1,1.0,0.0,1.0,0
26287,GustavoMelnik,1,0,1,1.0,0.0,1.0,0
26288,ivvslikesfoods,1,0,1,1.0,0.0,1.0,0
26289,pedroluisflores,1,0,1,1.0,0.0,1.0,0
26290,sebasottosanti,1,1,2,1.0,1.0,2.0,0
26291,mculaciatti,1,0,1,1.0,0.0,1.0,0
26292,Iipsgallagher,0,1,1,0.0,1.0,1.0,0
26293,Chexmexican,0,1,1,0.0,1.0,1.0,0
26294,thebookprincess,0,1,1,0.0,1.0,1.0,0
26295,leorojo33,2,5,7,2.0,6.0,8.0,131
26296,EscobarRocioo,0,1,1,0.0,1.0,1.0,0
26297,OsvaM55,2,2,4,2.0,2.0,4.0,0
26298,briXaok,0,2,2,0.0,2.0,2.0,0
26299,nanninaz,4,4,8,4.0,7.0,11.0,131
26300,JstnSolo,1,0,1,1.0,0.0,1.0,0
26301,Jacenriquez69,0,2,2,0.0,2.0,2.0,0
26302,vyforvikings,0,1,1,0.0,1.0,1.0,0
26303,fabiherre,1,0,1,1.0,0.0,1.0,0
26304,jorge6914,0,1,1,0.0,1.0,1.0,0
26305,el4antiantisis4,1,0,1,1.0,0.0,1.0,0
26306,andreaechave,0,1,1,0.0,1.0,1.0,0
26307,bbelubottlemen,0,2,2,0.0,2.0,2.0,0
26308,omar_cai,3,0,3,3.0,0.0,3.0,0
26309,pilaargodoy,0,1,1,0.0,1.0,1.0,0
26310,amarshll,0,2,2,0.0,2.0,2.0,0
26311,CarmoDiazSilva,1,0,1,1.0,0.0,1.0,0
26312,serfri,1,0,1,1.0,0.0,1.0,0
26313,melinalge,1,1,2,1.0,1.0,2.0,0
26314,camifkit,0,1,1,0.0,1.0,1.0,0
26315,hernaangarcia,1,0,1,1.0,0.0,1.0,0
26316,monica_tiplisky,0,1,1,0.0,1.0,1.0,0
26317,mercedes3955,1,3,4,1.0,3.0,4.0,0
26318,micaneml,0,1,1,0.0,1.0,1.0,0
26319,ricagnovence,0,1,1,0.0,1.0,1.0,0
26320,DicksonOtieno,0,1,1,0.0,1.0,1.0,0
26321,alexgrossba,0,1,1,0.0,1.0,1.0,0
26322,chechocarp82,1,0,1,1.0,0.0,1.0,0
26323,MilePalmaF,1,1,2,1.0,1.0,2.0,0
26324,adrianainesk,1,2,3,1.0,3.0,4.0,0
26325,JorgeArnstedt,0,1,1,0.0,1.0,1.0,0
26326,verdadcosmetica,0,1,1,0.0,1.0,1.0,0
26327,fflorsl,1,0,1,1.0,0.0,1.0,0
26328,igbeabustos,0,3,3,0.0,3.0,3.0,0
26329,don_vizdi,0,5,5,0.0,6.0,6.0,0
26330,Viejis39,2,2,4,2.0,2.0,4.0,0
26331,ASaitua,0,1,1,0.0,1.0,1.0,0
26332,ladyfloripondia,0,2,2,0.0,2.0,2.0,0
26333,ArielOk123,0,1,1,0.0,1.0,1.0,0
26334,revistalpp,2,1,3,7.0,1.0,8.0,0
26335,mskeelyserra,0,1,1,0.0,1.0,1.0,0
26336,AdriFD,0,1,1,0.0,1.0,1.0,0
26337,DiversidadCCARI,12,20,32,12.0,20.0,32.0,133
26338,joacobonettiok,1,0,1,1.0,0.0,1.0,0
26339,manueltodaro,0,1,1,0.0,1.0,1.0,0
26340,PochodeLobos,8,12,20,8.0,12.0,20.0,91
26341,jkahan846,0,1,1,0.0,1.0,1.0,0
26342,RawanNajemx,0,1,1,0.0,1.0,1.0,0
26343,Maryeb2Boyle,1,0,1,1.0,0.0,1.0,0
26344,Iaurmanisdope,0,1,1,0.0,1.0,1.0,0
26345,_mjan,1,0,1,1.0,0.0,1.0,0
26346,Claudiobarbero3,2,1,3,2.0,1.0,3.0,0
26347,CaamiCondee,1,0,1,3.0,0.0,3.0,0
26348,lara_martino13,0,1,1,0.0,1.0,1.0,0
26349,itslovepandey,0,2,2,0.0,2.0,2.0,0
26350,Salome_Alarcon,1,1,2,1.0,1.0,2.0,0
26351,miguelgarban,1,1,2,1.0,1.0,2.0,0
26352,whyfullyblind,1,2,3,1.0,2.0,3.0,0
26353,patagroba,0,1,1,0.0,1.0,1.0,0
26354,JairoTorresOk,3,3,6,3.0,3.0,6.0,0
26355,74Lis,3,3,6,4.0,4.0,8.0,0
26356,yose2007,1,3,4,1.0,3.0,4.0,0
26357,onasisbigKs,0,1,1,0.0,1.0,1.0,0
26358,lashundazillia3,1,4,5,1.0,4.0,5.0,0
26359,Hilerettt,3,6,9,4.0,26.0,30.0,131
26360,VamosportodoAKD,1,0,1,1.0,0.0,1.0,0
26361,LuVilta,0,1,1,0.0,1.0,1.0,0
26362,gpanuccio666,3,6,9,3.0,8.0,11.0,131
26363,lalogastriani,1,0,1,1.0,0.0,1.0,0
26364,Rominaguzman17,0,1,1,0.0,1.0,1.0,0
26365,palaciosdaniell,0,2,2,0.0,2.0,2.0,0
26366,_elRestaurador_,1,1,2,2.0,1.0,3.0,0
26367,tsoamerica,0,1,1,0.0,1.0,1.0,0
26368,NRiquelme_12,1,0,1,1.0,0.0,1.0,0
26369,MayraSeghesso,0,1,1,0.0,1.0,1.0,0
26370,WanthipMabunsan,0,1,1,0.0,1.0,1.0,0
26371,BitchyBuddhist,1,0,1,1.0,0.0,1.0,0
26372,JuArrigoni,0,1,1,0.0,1.0,1.0,0
26373,MNettiePalmer,0,1,1,0.0,1.0,1.0,0
26374,NoFace23,1,1,2,1.0,1.0,2.0,0
26375,Downtownbookgal,1,0,1,1.0,0.0,1.0,0
26376,Trends__Bot_1,0,2,2,0.0,4.0,4.0,0
26377,rominhidalgo,0,1,1,0.0,1.0,1.0,0
26378,LuzIvanoff,0,1,1,0.0,1.0,1.0,0
26379,carlosmarcaida1,1,2,3,1.0,2.0,3.0,0
26380,CarlosI51063313,1,0,1,1.0,0.0,1.0,0
26381,MariaSwab,5,5,10,5.0,5.0,10.0,91
26382,Eushy,0,1,1,0.0,1.0,1.0,0
26383,LasChicasDeC5N,0,2,2,0.0,2.0,2.0,0
26384,DenioBright,1,0,1,1.0,0.0,1.0,0
26385,L_Luisandel,2,3,5,2.0,5.0,7.0,0
26386,incaatv,0,2,2,0.0,2.0,2.0,0
26387,fcelesia,3,8,11,3.0,8.0,11.0,91
26388,SergioR76187579,1,0,1,1.0,0.0,1.0,0
26389,timstmikenet,1,0,1,1.0,0.0,1.0,0
26390,MartinAguilera9,1,0,1,1.0,0.0,1.0,0
26391,clauuumartin,0,1,1,0.0,1.0,1.0,0
26392,AndreaAmue,0,1,1,0.0,1.0,1.0,0
26393,feelgonzaela,1,2,3,1.0,2.0,3.0,0
26394,romisolh81,1,0,1,1.0,0.0,1.0,0
26395,AaronYTBM,1,1,2,1.0,1.0,2.0,0
26396,pablodispa,1,1,2,1.0,1.0,2.0,0
26397,Manel40062714,0,1,1,0.0,1.0,1.0,0
26398,figa_allboys,0,1,1,0.0,1.0,1.0,0
26399,IaccBruno,1,0,1,1.0,0.0,1.0,0
26400,amaliamusso,2,2,4,2.0,2.0,4.0,0
26401,Alfa2xx3,0,1,1,0.0,1.0,1.0,0
26402,PauliCinquetti,0,1,1,0.0,1.0,1.0,0
26403,Naanusmile,1,0,1,1.0,0.0,1.0,0
26404,ElianaBernardi4,0,1,1,0.0,1.0,1.0,0
26405,Raphdilla,1,0,1,1.0,0.0,1.0,0
26406,WalterCastanio,0,1,1,0.0,1.0,1.0,0
26407,EsquelSmosTodos,1,0,1,1.0,0.0,1.0,0
26408,BiancaSuraniti,0,1,1,0.0,1.0,1.0,0
26409,michele62605832,1,4,5,1.0,4.0,5.0,0
26410,monitorrente,1,2,3,1.0,2.0,3.0,0
26411,Cherry020,1,6,7,1.0,6.0,7.0,131
26412,rvardit,0,1,1,0.0,1.0,1.0,0
26413,pablitoa8,1,1,2,1.0,1.0,2.0,0
26414,rubyemartin1811,1,4,5,1.0,4.0,5.0,0
26415,MBeckAZ,0,2,2,0.0,2.0,2.0,0
26416,hgolyrodriguez,1,1,2,1.0,1.0,2.0,0
26417,friverplatense,3,2,5,3.0,2.0,5.0,0
26418,FDarwich,0,1,1,0.0,1.0,1.0,0
26419,dberrojalbiz,0,1,1,0.0,1.0,1.0,0
26420,veroduart,0,1,1,0.0,1.0,1.0,0
26421,Laucha7447,1,0,1,1.0,0.0,1.0,0
26422,NoveleraSalvaje,1,0,1,1.0,0.0,1.0,0
26423,SergioAbrevaya,4,5,9,5.0,5.0,10.0,133
26424,FabiSolanoB,0,1,1,0.0,1.0,1.0,0
26425,gscatizzi,1,0,1,1.0,0.0,1.0,0
26426,d666si,0,1,1,0.0,1.0,1.0,0
26427,lachilingaOK,2,6,8,3.0,6.0,9.0,91
26428,FedericoAchaval,9,8,17,12.0,10.0,22.0,170
26429,martinalucre1,0,1,1,0.0,3.0,3.0,0
26430,mingromar,1,1,2,1.0,1.0,2.0,0
26431,omarsapio04,0,2,2,0.0,2.0,2.0,0
26432,nonaritaT,0,1,1,0.0,2.0,2.0,0
26433,CrovellaRoberto,1,1,2,1.0,1.0,2.0,0
26434,romichi_,0,1,1,0.0,1.0,1.0,0
26435,Ciro6as,2,2,4,2.0,2.0,4.0,0
26436,DiegoFerraro5,1,1,2,1.0,1.0,2.0,0
26437,Conurbanita,0,2,2,0.0,2.0,2.0,0
26438,MerloGob,2,9,11,2.0,9.0,11.0,91
26439,HitomiFlor,0,1,1,0.0,1.0,1.0,0
26440,Ce_urrutia,0,2,2,0.0,2.0,2.0,0
26441,osmarycnn,42,51,93,42.0,51.0,93.0,91
26442,AgusCaab31,0,1,1,0.0,1.0,1.0,0
26443,2woDop3,1,0,1,5.0,0.0,5.0,0
26444,rodrigoacerda,1,1,2,1.0,1.0,2.0,0
26445,donsabato,1,2,3,1.0,2.0,3.0,0
26446,silvinci16591,2,2,4,2.0,2.0,4.0,0
26447,filoyletras,0,2,2,0.0,2.0,2.0,0
26448,meddis79,1,0,1,1.0,0.0,1.0,0
26449,franco4p,0,1,1,0.0,1.0,1.0,0
26450,Marcela64387945,4,3,7,4.0,3.0,7.0,91
26451,AbrilMonbebe,0,2,2,0.0,2.0,2.0,0
26452,PablooOrlando,0,1,1,0.0,1.0,1.0,0
26453,JaviLammens,1,0,1,1.0,0.0,1.0,0
26454,marytorres000,1,1,2,1.0,1.0,2.0,0
26455,elchacal1969,1,0,1,1.0,0.0,1.0,0
26456,_eiramrolyat,1,0,1,1.0,0.0,1.0,0
26457,ApuleyoPaz,7,13,20,11.0,14.0,25.0,91
26458,arutem1su,0,1,1,0.0,1.0,1.0,0
26459,LadiosaNani,0,1,1,0.0,1.0,1.0,0
26460,rominaf01338587,0,1,1,0.0,1.0,1.0,0
26461,HugoYasky,4,8,12,4.0,8.0,12.0,91
26462,loreniaortiz1,0,2,2,0.0,8.0,8.0,0
26463,DominguezViki,0,1,1,0.0,1.0,1.0,0
26464,amorxlatoscano,2,4,6,4.0,4.0,8.0,0
26465,tripapepa,0,2,2,0.0,2.0,2.0,0
26466,marisauceda1,1,6,7,1.0,6.0,7.0,91
26467,ppuravida_,1,0,1,1.0,0.0,1.0,0
26468,asuetta,1,1,2,1.0,1.0,2.0,0
26469,wearemillion,0,1,1,0.0,1.0,1.0,0
26470,alefilippini,1,2,3,1.0,4.0,5.0,0
26471,juanjo_elorz,0,1,1,0.0,1.0,1.0,0
26472,turquitomdq,0,1,1,0.0,1.0,1.0,0
26473,otrarodriguez,38,72,110,38.0,74.0,112.0,91
26474,Romeomenow,0,1,1,0.0,1.0,1.0,0
26475,SERGIO_FIKINGER,0,1,1,0.0,1.0,1.0,0
26476,kiaraagmz,0,1,1,0.0,1.0,1.0,0
26477,CarlosSemchuk,0,1,1,0.0,1.0,1.0,0
26478,MO_NICA22,4,5,9,4.0,6.0,10.0,131
26479,camicmpp,2,0,2,3.0,0.0,3.0,0
26480,agiussano,1,3,4,1.0,3.0,4.0,0
26481,Mirtha_2015,2,2,4,2.0,2.0,4.0,0
26482,Micasalvadorees,1,1,2,1.0,1.0,2.0,0
26483,VernaArmijo,1,4,5,1.0,4.0,5.0,0
26484,gustyrom78,0,1,1,0.0,1.0,1.0,0
26485,JPROBrown,0,1,1,0.0,1.0,1.0,0
26486,Cons_Oliva,1,1,2,1.0,1.0,2.0,0
26487,laurmachado,30,31,61,30.0,31.0,61.0,179
26488,blau_Augen1962,0,1,1,0.0,1.0,1.0,0
26489,lunarre,0,2,2,0.0,2.0,2.0,0
26490,FlorrrrMoyano,0,1,1,0.0,1.0,1.0,0
26491,01caf,4,4,8,5.0,4.0,9.0,131
26492,luishlego,3,4,7,3.0,5.0,8.0,92
26493,moraldeo,1,0,1,1.0,0.0,1.0,0
26494,cintia_aranda,2,1,3,2.0,1.0,3.0,0
26495,radiocabj,0,1,1,0.0,1.0,1.0,0
26496,serge_car,1,1,2,1.0,1.0,2.0,0
26497,NerinaAlaniz1,0,1,1,0.0,1.0,1.0,0
26498,Bossarelli_,0,3,3,0.0,3.0,3.0,0
26499,EmaAcosta11,1,0,1,1.0,0.0,1.0,0
26500,NativityC,1,0,1,1.0,0.0,1.0,0
26501,pjlarioja,1,0,1,1.0,0.0,1.0,0
26502,avecesodiomorir,2,0,2,2.0,0.0,2.0,0
26503,marbey13,0,2,2,0.0,2.0,2.0,0
26504,jsantarc,0,1,1,0.0,1.0,1.0,0
26505,MarcelaIses,3,1,4,3.0,1.0,4.0,0
26506,Soledad11Ivana,1,1,2,1.0,1.0,2.0,0
26507,iecapici,0,2,2,0.0,2.0,2.0,0
26508,lasandritasuare,3,2,5,3.0,2.0,5.0,0
26509,AdriFernandez68,0,1,1,0.0,1.0,1.0,0
26510,Asbarriorecolet,1,0,1,1.0,0.0,1.0,0
26511,Fox_XFiles,1,5,6,1.0,6.0,7.0,0
26512,alisa_beaver,1,0,1,1.0,0.0,1.0,0
26513,pololaferreyra,1,0,1,1.0,0.0,1.0,0
26514,Jorge35387151,2,0,2,2.0,0.0,2.0,0
26515,SimoneGus,1,0,1,1.0,0.0,1.0,0
26516,manucuevas_,0,1,1,0.0,1.0,1.0,0
26517,kkoberstein,1,0,1,1.0,0.0,1.0,0
26518,BrendaTurroja,1,0,1,1.0,0.0,1.0,0
26519,VictorE1945,1,0,1,1.0,0.0,1.0,0
26520,IsmahanMohame10,0,1,1,0.0,1.0,1.0,0
26521,Jenny_Veron,0,1,1,0.0,1.0,1.0,0
26522,YesicaMelg,0,2,2,0.0,2.0,2.0,0
26523,sofimercury,1,3,4,1.0,3.0,4.0,0
26524,CeeJayCJCeeJay,0,1,1,0.0,1.0,1.0,0
26525,LilRamon01,1,0,1,1.0,0.0,1.0,0
26526,laugreen,0,1,1,0.0,1.0,1.0,0
26527,Yuless,1,0,1,1.0,0.0,1.0,0
26528,LucioCornejo98,1,1,2,1.0,1.0,2.0,0
26529,romano_telkio,0,1,1,0.0,1.0,1.0,0
26530,emamorales07,1,0,1,1.0,0.0,1.0,0
26531,eimonta,1,1,2,1.0,1.0,2.0,0
26532,EmiliaPipina,1,1,2,1.0,1.0,2.0,0
26533,tengodossoles,0,1,1,0.0,1.0,1.0,0
26534,Heresppopular,2,4,6,8.0,16.0,24.0,0
26535,CCarratelli,0,1,1,0.0,1.0,1.0,0
26536,tanaka_pamala,1,4,5,1.0,4.0,5.0,0
26537,MicaOcampo,0,1,1,0.0,1.0,1.0,0
26538,Daly_Milano,1,0,1,1.0,0.0,1.0,0
26539,scouselo,1,1,2,1.0,1.0,2.0,0
26540,CamiloEnriquezM,0,1,1,0.0,1.0,1.0,0
26541,notcreative_meh,1,0,1,1.0,0.0,1.0,0
26542,DulceLuna17,0,1,1,0.0,1.0,1.0,0
26543,sca2684,0,1,1,0.0,1.0,1.0,0
26544,jamesgiel,0,1,1,0.0,1.0,1.0,0
26545,IanSlovacek,0,1,1,0.0,1.0,1.0,0
26546,valentinaelcano,0,1,1,0.0,1.0,1.0,0
26547,edumen77,0,1,1,0.0,2.0,2.0,0
26548,keepjessing,0,1,1,0.0,1.0,1.0,0
26549,yaminasalomon,0,1,1,0.0,1.0,1.0,0
26550,alkle3,6,8,14,7.0,15.0,22.0,131
26551,Arissolans,1,1,2,1.0,1.0,2.0,0
26552,Sebacanalla1889,9,12,21,9.0,12.0,21.0,93
26553,veronica_sader,0,1,1,0.0,1.0,1.0,0
26554,wwnicolas,3,3,6,3.0,3.0,6.0,0
26555,SADOPMendoza1,0,1,1,0.0,1.0,1.0,0
26556,MOM2AL,1,0,1,1.0,0.0,1.0,0
26557,Orly65,0,2,2,0.0,2.0,2.0,0
26558,jesuisanac,0,1,1,0.0,1.0,1.0,0
26559,ChavezLour,0,1,1,0.0,1.0,1.0,0
26560,Luilorca37,1,0,1,1.0,0.0,1.0,0
26561,MipuebloJNFdez,1,0,1,1.0,0.0,1.0,0
26562,ClaraRojo,1,1,2,1.0,1.0,2.0,0
26563,Artecelestialnv,0,1,1,0.0,1.0,1.0,0
26564,aaronconnelly11,1,4,5,1.0,4.0,5.0,0
26565,jullietteBeau,5,8,13,5.0,8.0,13.0,91
26566,DrJamesPeterson,0,1,1,0.0,1.0,1.0,0
26567,TheSickness85,1,0,1,1.0,0.0,1.0,0
26568,Leone_Quiroga,0,1,1,0.0,3.0,3.0,0
26569,ManuchoNQ,0,1,1,0.0,1.0,1.0,0
26570,FlexingMorgan,1,4,5,1.0,4.0,5.0,0
26571,matiasmanuelen,1,0,1,1.0,0.0,1.0,0
26572,guillerrtaboada,0,1,1,0.0,1.0,1.0,0
26573,leo_lopez25,1,0,1,1.0,0.0,1.0,0
26574,Basilisk_Gaming,1,7,8,1.0,7.0,8.0,1
26575,flowipropa,0,2,2,0.0,2.0,2.0,0
26576,EquipoBurgos,0,1,1,0.0,1.0,1.0,0
26577,NatYabbur,2,1,3,2.0,1.0,3.0,0
26578,GioVignato,0,1,1,0.0,1.0,1.0,0
26579,al_cole_holic,0,1,1,0.0,1.0,1.0,0
26580,HealthyInFla,0,1,1,0.0,1.0,1.0,0
26581,BeMulready,0,1,1,0.0,1.0,1.0,0
26582,AcheFranca,0,1,1,0.0,1.0,1.0,0
26583,unidadlanus,1,0,1,1.0,0.0,1.0,0
26584,fbgarcia,0,1,1,0.0,1.0,1.0,0
26585,laupanero8,1,0,1,1.0,0.0,1.0,0
26586,CaroRomero07,0,1,1,0.0,1.0,1.0,0
26587,dft1970,1,1,2,1.0,1.0,2.0,0
26588,magadebernardi,0,1,1,0.0,1.0,1.0,0
26589,DiegoTobal,0,1,1,0.0,1.0,1.0,0
26590,rosarioalegre5,0,1,1,0.0,1.0,1.0,0
26591,cindiambasch,0,3,3,0.0,3.0,3.0,0
26592,RFFiori,1,0,1,1.0,0.0,1.0,0
26593,franko_newells1,1,0,1,1.0,0.0,1.0,0
26594,MicaPernice,0,1,1,0.0,1.0,1.0,0
26595,6d6de02ca54f4b7,0,1,1,0.0,1.0,1.0,0
26596,cnnbrk,1,4,5,1.0,4.0,5.0,0
26597,RosadeLejos6,2,4,6,3.0,6.0,9.0,0
26598,DIEGOLL87,1,0,1,1.0,0.0,1.0,0
26599,basualdoortega,4,3,7,6.0,3.0,9.0,3
26600,luroinich,0,1,1,0.0,1.0,1.0,0
26601,Mardemarte,1,2,3,1.0,2.0,3.0,0
26602,estebanzemunik,0,1,1,0.0,2.0,2.0,0
26603,Florenciarietto,0,1,1,0.0,1.0,1.0,0
26604,solapropiedades,1,0,1,1.0,0.0,1.0,0
26605,PatriciaRaffae6,0,3,3,0.0,3.0,3.0,0
26606,PrietoStephanie,0,1,1,0.0,1.0,1.0,0
26607,EleEspinoza_07,0,1,1,0.0,1.0,1.0,0
26608,juangiuliani2,0,1,1,0.0,1.0,1.0,0
26609,XioCORACH,0,1,1,0.0,1.0,1.0,0
26610,mariajovaleria,1,0,1,1.0,0.0,1.0,0
26611,stephanie2016w,0,1,1,0.0,1.0,1.0,0
26612,Rubenoscaraguir,2,1,3,2.0,1.0,3.0,0
26613,GabrirlaRaimon1,1,9,10,1.0,19.0,20.0,131
26614,XII_XIII_MMXIII,1,0,1,1.0,0.0,1.0,0
26615,Sarams08,1,1,2,1.0,1.0,2.0,0
26616,bdpsalta,4,5,9,6.0,8.0,14.0,133
26617,StaehliSherice,1,4,5,1.0,4.0,5.0,0
26618,Enzooibarra,0,1,1,0.0,1.0,1.0,0
26619,MaraBetin,0,1,1,0.0,1.0,1.0,0
26620,anasolibz,0,1,1,0.0,1.0,1.0,0
26621,mel4uofa,0,1,1,0.0,1.0,1.0,0
26622,agusiaquinta,1,1,2,1.0,1.0,2.0,0
26623,Piolinna,1,0,1,1.0,0.0,1.0,0
26624,cordobalamejor,4,0,4,4.0,0.0,4.0,0
26625,marina83376608,1,0,1,1.0,0.0,1.0,0
26626,chavnnel,1,0,1,1.0,0.0,1.0,0
26627,l_a_u_r_a______,1,0,1,1.0,0.0,1.0,0
26628,Lalylaborde,4,6,10,6.0,6.0,12.0,173
26629,roxarza,3,5,8,4.0,6.0,10.0,91
26630,hermangustavook,1,0,1,1.0,0.0,1.0,0
26631,mrsgilmoredanes,0,1,1,0.0,1.0,1.0,0
26632,noeliaok_,0,1,1,0.0,1.0,1.0,0
26633,trouw,1,4,5,1.0,15.0,16.0,0
26634,MicaAcosta27,0,1,1,0.0,1.0,1.0,0
26635,valepazdumas,0,2,2,0.0,2.0,2.0,0
26636,vickydebonis1,0,1,1,0.0,1.0,1.0,0
26637,martesmenta,1,3,4,1.0,3.0,4.0,0
26638,pensamientosli6,1,2,3,1.0,2.0,3.0,0
26639,NancuanteAlma,0,1,1,0.0,1.0,1.0,0
26640,manuluques,0,1,1,0.0,1.0,1.0,0
26641,CoolChange9,0,1,1,0.0,1.0,1.0,0
26642,inglestornquist,2,2,4,2.0,2.0,4.0,0
26643,MunerDaniel,3,5,8,3.0,5.0,8.0,91
26644,MeleeGonzalez,0,1,1,0.0,1.0,1.0,0
26645,NiikkiVCervelo,0,2,2,0.0,2.0,2.0,0
26646,FindelcuentoK,3,7,10,3.0,7.0,10.0,131
26647,HuilenCornelio,1,0,1,1.0,0.0,1.0,0
26648,valenventura,0,1,1,0.0,1.0,1.0,0
26649,berar_maria,4,4,8,6.0,8.0,14.0,131
26650,CoolStoryJ,0,1,1,0.0,1.0,1.0,0
26651,reggiardo,0,1,1,0.0,1.0,1.0,0
26652,jprezalv,1,0,1,1.0,0.0,1.0,0
26653,mina_floress,0,1,1,0.0,1.0,1.0,0
26654,soberbiadelsur,1,4,5,1.0,4.0,5.0,0
