id,label,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class
20776,fancytwinpix,2,0,2,2.0,0.0,2.0,0
20777,AgussTheGoat,0,2,2,0.0,2.0,2.0,0
20778,52Marucha,0,2,2,0.0,3.0,3.0,0
20779,roberjq,1,2,3,1.0,2.0,3.0,0
20780,P3RROD3P4VL0V,0,1,1,0.0,1.0,1.0,0
20781,Mgmai1,5,3,8,5.0,3.0,8.0,18
20782,Rossetti_Gisela,0,1,1,0.0,1.0,1.0,0
20783,pabloberti,1,0,1,1.0,0.0,1.0,0
20784,vargasmariasol,0,1,1,0.0,1.0,1.0,0
20785,nachogorini,1,0,1,1.0,0.0,1.0,0
20786,LucasSalerno11,0,1,1,0.0,1.0,1.0,0
20787,arielelger,2,8,10,3.0,18.0,21.0,158
20788,bellamagick315,0,1,1,0.0,1.0,1.0,0
20789,nahuetablada,1,2,3,1.0,2.0,3.0,0
20790,IngallsD,0,1,1,0.0,1.0,1.0,0
20791,Marisa968,1,1,2,1.0,1.0,2.0,0
20792,FScalcione,3,1,4,3.0,1.0,4.0,0
20793,hernanberrondo,6,23,29,6.0,30.0,36.0,91
20794,Axelferesin,1,0,1,1.0,0.0,1.0,0
20795,aaptethegreat,0,1,1,0.0,1.0,1.0,0
20796,marttinaruiz,0,1,1,0.0,1.0,1.0,0
20797,mahoal2016,1,1,2,1.0,1.0,2.0,0
20798,JuanManSantos,1,2,3,1.0,2.0,3.0,0
20799,lucasfranze,0,1,1,0.0,1.0,1.0,0
20800,ltwong,1,0,1,1.0,0.0,1.0,0
20801,jollofmami,0,1,1,0.0,1.0,1.0,0
20802,LuzAylen_,1,0,1,1.0,0.0,1.0,0
20803,AeroDario,1,5,6,1.0,15.0,16.0,0
20804,LugonesMusic,1,0,1,1.0,0.0,1.0,0
20805,MaxiLbdt,1,2,3,1.0,2.0,3.0,0
20806,martinimermaid_,0,1,1,0.0,1.0,1.0,0
20807,Gaston_Riveros,0,1,1,0.0,2.0,2.0,0
20808,tiffanybchan,0,1,1,0.0,1.0,1.0,0
20809,MaquiMagallan,0,1,1,0.0,1.0,1.0,0
20810,NataV_98,1,0,1,1.0,0.0,1.0,0
20811,EnzoCiminelli9,1,0,1,1.0,0.0,1.0,0
20812,fervalenzuela05,1,0,1,1.0,0.0,1.0,0
20813,Natu0245,0,1,1,0.0,1.0,1.0,0
20814,Lu_Liberman,0,1,1,0.0,1.0,1.0,0
20815,PlankSilvia,1,3,4,1.0,3.0,4.0,0
20816,natsiev,0,1,1,0.0,1.0,1.0,0
20817,Walter67865487,1,0,1,1.0,0.0,1.0,0
20818,troycmal,1,3,4,2.0,3.0,5.0,0
20819,giulianatomass1,0,1,1,0.0,1.0,1.0,0
20820,jlsuarez608,0,1,1,0.0,1.0,1.0,0
20821,karcla71,3,14,17,3.0,17.0,20.0,131
20822,mariasollopezg,0,1,1,0.0,1.0,1.0,0
20823,Cantavestrella,0,1,1,0.0,1.0,1.0,0
20824,patoaaapato,0,1,1,0.0,1.0,1.0,0
20825,gggomez1961,1,3,4,1.0,3.0,4.0,0
20826,Poralgoseraa,0,1,1,0.0,1.0,1.0,0
20827,vueltasdelavida,2,0,2,2.0,0.0,2.0,0
20828,ccanderomero,0,1,1,0.0,2.0,2.0,0
20829,Adri_DeStefano,0,1,1,0.0,1.0,1.0,0
20830,karla_Brantua,1,0,1,1.0,0.0,1.0,0
20831,noraegon,1,0,1,1.0,0.0,1.0,0
20832,elenacorregido,0,2,2,0.0,3.0,3.0,0
20833,ramon14830,0,1,1,0.0,1.0,1.0,0
20834,morocha_karina,0,1,1,0.0,1.0,1.0,0
20835,FilthyPianist,0,1,1,0.0,1.0,1.0,0
20836,praniauskas,0,1,1,0.0,1.0,1.0,0
20837,hassieburton261,1,4,5,1.0,4.0,5.0,0
20838,aloodia03,1,0,1,1.0,0.0,1.0,0
20839,Mariangeluchis,1,1,2,1.0,1.0,2.0,0
20840,Blackp8gan86,0,1,1,0.0,1.0,1.0,0
20841,PublicidadRLX,1,0,1,1.0,0.0,1.0,0
20842,Nelson_Carpio,0,2,2,0.0,2.0,2.0,0
20843,lalu308,0,1,1,0.0,1.0,1.0,0
20844,jaazmindiaz,7,5,12,7.0,5.0,12.0,64
20845,undengue125,4,6,10,9.0,10.0,19.0,91
20846,Alex_estefi,1,3,4,19.0,3.0,22.0,0
20847,OrcoRamiro,0,1,1,0.0,1.0,1.0,0
20848,tweetmatt_,0,1,1,0.0,1.0,1.0,0
20849,feliactis,0,1,1,0.0,1.0,1.0,0
20850,judy_chevalier,0,1,1,0.0,1.0,1.0,0
20851,MaryevAr,1,5,6,1.0,7.0,8.0,0
20852,c626a6545581440,0,1,1,0.0,1.0,1.0,0
20853,LiannaDynsh,0,1,1,0.0,1.0,1.0,0
20854,marugalfrascoli,1,0,1,1.0,0.0,1.0,0
20855,Luisdeliaok,2,0,2,2.0,0.0,2.0,0
20856,Ofeliatripera,1,0,1,1.0,0.0,1.0,0
20857,JBrunelinettini,1,0,1,1.0,0.0,1.0,0
20858,damifarm,1,7,8,1.0,7.0,8.0,131
20859,eriiksalgado,0,1,1,0.0,1.0,1.0,0
20860,vanib_vanina,0,1,1,0.0,1.0,1.0,0
20861,kadeak_spain,1,0,1,1.0,0.0,1.0,0
20862,LanataCanal13,22,63,85,22.0,64.0,86.0,131
20863,flaviaSangil,0,1,1,0.0,1.0,1.0,0
20864,lamcsdl,1,0,1,1.0,0.0,1.0,0
20865,lolayyo2008,0,1,1,0.0,1.0,1.0,0
20866,xo_toreah,1,0,1,1.0,0.0,1.0,0
20867,casanovarr5,0,1,1,0.0,1.0,1.0,0
20868,TicTacTraca,1,0,1,1.0,0.0,1.0,0
20869,finessorU,0,1,1,0.0,1.0,1.0,0
20870,alcia89676575,1,3,4,1.0,3.0,4.0,0
20871,andresfedeok,1,2,3,1.0,2.0,3.0,0
20872,Jhonnynecmonic,1,0,1,1.0,0.0,1.0,0
20873,faati_verdier,0,2,2,0.0,2.0,2.0,0
20874,FabiLloyd,0,1,1,0.0,1.0,1.0,0
20875,LAE2429,0,1,1,0.0,1.0,1.0,0
20876,AntKowalkowski,0,1,1,0.0,1.0,1.0,0
20877,MariaCr87171981,0,1,1,0.0,1.0,1.0,0
20878,Carolina_zppln,0,1,1,0.0,1.0,1.0,0
20879,GMatiasGomez,0,1,1,0.0,1.0,1.0,0
20880,TurcoCherep,1,2,3,1.0,2.0,3.0,0
20881,EFeernandez13,0,1,1,0.0,1.0,1.0,0
20882,BadHg21,0,1,1,0.0,1.0,1.0,0
20883,TaylorSJ90,0,2,2,0.0,2.0,2.0,0
20884,bini_cami,1,1,2,1.0,1.0,2.0,0
20885,graayuda,1,2,3,1.0,2.0,3.0,0
20886,L0U1SBOLUDA,1,0,1,1.0,0.0,1.0,0
20887,meli_lujan21,0,1,1,0.0,1.0,1.0,0
20888,CanduGarcia01,1,1,2,1.0,1.0,2.0,0
20889,El_Lechit4,0,1,1,0.0,1.0,1.0,0
20890,lilianascudiero,2,0,2,2.0,0.0,2.0,0
20891,leopoldomontana,1,0,1,1.0,0.0,1.0,0
20892,acherubito,0,1,1,0.0,1.0,1.0,0
20893,PauliiBravo65,0,1,1,0.0,1.0,1.0,0
20894,Venom31NO13,0,1,1,0.0,1.0,1.0,0
20895,mmorenaruizz,0,1,1,0.0,1.0,1.0,0
20896,CrisKirolinko,0,1,1,0.0,1.0,1.0,0
20897,MBaldan1,0,1,1,0.0,1.0,1.0,0
20898,ILeEroriak,1,0,1,1.0,0.0,1.0,0
20899,demotoress,2,4,6,2.0,4.0,6.0,0
20900,Silvinabertolti,4,0,4,4.0,0.0,4.0,0
20901,YoMatiasPinto,1,3,4,1.0,3.0,4.0,0
20902,geekchic2009,0,1,1,0.0,1.0,1.0,0
20903,annakaiowa,0,1,1,0.0,1.0,1.0,0
20904,chinomartin,1,2,3,1.0,2.0,3.0,0
20905,emimillicay1D,0,1,1,0.0,1.0,1.0,0
20906,aldigeele,0,1,1,0.0,1.0,1.0,0
20907,belicho99,1,0,1,1.0,0.0,1.0,0
20908,brenlopez231092,0,1,1,0.0,1.0,1.0,0
20909,ivoo33,0,1,1,0.0,1.0,1.0,0
20910,stemolinas,2,2,4,2.0,2.0,4.0,0
20911,RayitoFeli,1,1,2,1.0,1.0,2.0,0
20912,MartinEsnr,0,1,1,0.0,1.0,1.0,0
20913,siguiente09,9,13,22,9.0,13.0,22.0,91
20914,drlb75,0,1,1,0.0,1.0,1.0,0
20915,ForbesJeffrey,0,1,1,0.0,1.0,1.0,0
20916,ArgentinaSoy1,6,15,21,7.0,18.0,25.0,131
20917,aloringh,0,1,1,0.0,1.0,1.0,0
20918,alemanyrocio,1,0,1,1.0,0.0,1.0,0
20919,Franrlaxague,0,1,1,0.0,1.0,1.0,0
20920,DntPokeDaBear,0,1,1,0.0,1.0,1.0,0
20921,Martialassia,1,1,2,1.0,1.0,2.0,0
20922,DanynoK,1,1,2,1.0,1.0,2.0,0
20923,LuaMBc,0,1,1,0.0,1.0,1.0,0
20924,justinxcelli,0,1,1,0.0,1.0,1.0,0
20925,Imderheres1,1,2,3,4.0,5.0,9.0,0
20926,SevillaGerardo,1,0,1,1.0,0.0,1.0,0
20927,kassiXCX,0,1,1,0.0,1.0,1.0,0
20928,Ana_Canevari,1,0,1,1.0,0.0,1.0,0
20929,NastieGrabee,1,0,1,1.0,0.0,1.0,0
20930,MariiAvila2,0,1,1,0.0,1.0,1.0,0
20931,maxibrizzo,0,1,1,0.0,3.0,3.0,0
20932,pinchabruja7,0,1,1,0.0,1.0,1.0,0
20933,NaiSantarelli,0,1,1,0.0,1.0,1.0,0
20934,laraa_suarez,1,2,3,2.0,2.0,4.0,0
20935,LuisinaaaQ,0,1,1,0.0,1.0,1.0,0
20936,furlan_omar,1,0,1,1.0,0.0,1.0,0
20937,_Ultracanalla,0,1,1,0.0,1.0,1.0,0
20938,nircord,2,10,12,2.0,12.0,14.0,131
20939,rodrigaletovich,2,10,12,2.0,16.0,18.0,173
20940,edelsanmartin,0,1,1,0.0,1.0,1.0,0
20941,NicoPuricelli7,0,1,1,0.0,1.0,1.0,0
20942,lovehatetrxgedy,0,1,1,0.0,1.0,1.0,0
20943,deedonovan2233,1,4,5,1.0,4.0,5.0,0
20944,marianinja,0,1,1,0.0,1.0,1.0,0
20945,Camii_Saracho14,0,1,1,0.0,1.0,1.0,0
20946,juanjose_vivas,0,3,3,0.0,3.0,3.0,0
20947,alfredogigy,1,0,1,1.0,0.0,1.0,0
20948,jdimaina,0,2,2,0.0,2.0,2.0,0
20949,CHANDE71,0,1,1,0.0,1.0,1.0,0
20950,ArturoFlaitas,0,1,1,0.0,1.0,1.0,0
20951,Gonzalez_Purrum,1,0,1,1.0,0.0,1.0,0
20952,clara_rotela,0,1,1,0.0,1.0,1.0,0
20953,axta09,1,0,1,1.0,0.0,1.0,0
20954,Frakaren,0,1,1,0.0,1.0,1.0,0
20955,Lorlencina,0,1,1,0.0,1.0,1.0,0
20956,bettianadiazrey,1,1,2,1.0,1.0,2.0,0
20957,gonzaaamar,1,0,1,1.0,0.0,1.0,0
20958,suni_griv,2,0,2,2.0,0.0,2.0,0
20959,tomi_rodri,0,1,1,0.0,1.0,1.0,0
20960,naaL0ve,1,0,1,1.0,0.0,1.0,0
20961,lashawndaschla4,1,4,5,1.0,4.0,5.0,0
20962,ManesF,1,2,3,1.0,2.0,3.0,0
20963,EleLctlli,1,0,1,1.0,0.0,1.0,0
20964,AlexaBG_74,5,6,11,5.0,6.0,11.0,133
20965,maraquiv,1,4,5,1.0,4.0,5.0,0
20966,Orirufeil,0,1,1,0.0,1.0,1.0,0
20967,MaeFlexer,0,1,1,0.0,1.0,1.0,0
20968,JerriBarney,0,1,1,0.0,1.0,1.0,0
20969,geneszahi,1,0,1,1.0,0.0,1.0,0
20970,dw_espanol,0,3,3,0.0,4.0,4.0,0
20971,jegxx,0,1,1,0.0,1.0,1.0,0
20972,mariaemilse8,1,0,1,1.0,0.0,1.0,0
20973,ezecittadini,1,2,3,1.0,3.0,4.0,0
20974,UfererMatias,1,0,1,1.0,0.0,1.0,0
20975,CuentosAMi,0,1,1,0.0,1.0,1.0,0
20976,marceassessore,0,1,1,0.0,1.0,1.0,0
20977,PpeMedina,0,1,1,0.0,1.0,1.0,0
20978,lagiudu,1,0,1,1.0,0.0,1.0,0
20979,BloqueAP35,0,4,4,0.0,4.0,4.0,0
20980,impysin,2,7,9,2.0,7.0,9.0,1
20981,gardenofagonies,0,3,3,0.0,3.0,3.0,0
20982,delezcluze,0,1,1,0.0,1.0,1.0,0
20983,joseedimaria_,1,0,1,1.0,0.0,1.0,0
20984,DavidLWalters,0,1,1,0.0,1.0,1.0,0
20985,HarryUkiUki,1,0,1,1.0,0.0,1.0,0
20986,MiExtasisCABJ,0,1,1,0.0,1.0,1.0,0
20987,lashayreeder111,1,4,5,1.0,4.0,5.0,0
20988,alerojox,1,0,1,1.0,0.0,1.0,0
20989,gastongallo,0,1,1,0.0,1.0,1.0,0
20990,iaritta_,0,1,1,0.0,1.0,1.0,0
20991,jcaguiloherrero,0,3,3,0.0,3.0,3.0,0
20992,violetfemme_,0,1,1,0.0,1.0,1.0,0
20993,johnfracchia,0,1,1,0.0,1.0,1.0,0
20994,zarino99,2,1,3,2.0,1.0,3.0,0
20995,casanavelaura,0,2,2,0.0,2.0,2.0,0
20996,perezagustin211,1,0,1,1.0,0.0,1.0,0
20997,jauremilIs,1,0,1,1.0,0.0,1.0,0
20998,bridgetf_,0,1,1,0.0,1.0,1.0,0
20999,ConcernedHigh,1,2,3,1.0,2.0,3.0,0
21000,jguille_1,0,2,2,0.0,2.0,2.0,0
21001,NicoClarotti,0,1,1,0.0,1.0,1.0,0
21002,JOSEMARIABASSO,2,1,3,6.0,1.0,7.0,0
21003,tinchomosqueira,0,1,1,0.0,1.0,1.0,0
21004,DaiCampagna,1,0,1,1.0,0.0,1.0,0
21005,MToledo_UCR,0,1,1,0.0,1.0,1.0,0
21006,justDanielaok,0,1,1,0.0,1.0,1.0,0
21007,AquaaNautica,0,1,1,0.0,1.0,1.0,0
21008,ElMato,0,1,1,0.0,1.0,1.0,0
21009,xoalexisv,1,0,1,1.0,0.0,1.0,0
21010,cointreau65,1,2,3,1.0,2.0,3.0,0
21011,nitoardid,3,8,11,3.0,9.0,12.0,131
21012,Matiasnt_CAI,0,1,1,0.0,1.0,1.0,0
21013,SEB_south,0,1,1,0.0,1.0,1.0,0
21014,oterobruno,1,1,2,1.0,1.0,2.0,0
21015,martluceromora,1,3,4,1.0,3.0,4.0,0
21016,ailenpaolillo,0,1,1,0.0,1.0,1.0,0
21017,clauychini,1,1,2,1.0,1.0,2.0,0
21018,tomibanwoah,0,1,1,0.0,1.0,1.0,0
21019,PColoccini,0,1,1,0.0,1.0,1.0,0
21020,_Chiroo,0,1,1,0.0,1.0,1.0,0
21021,SKoncurat,0,1,1,0.0,1.0,1.0,0
21022,ValennFeer,0,1,1,0.0,1.0,1.0,0
21023,cecilia76_psico,3,1,4,3.0,1.0,4.0,0
21024,FeelTheBern11,0,5,5,0.0,5.0,5.0,0
21025,rubenftbanana,0,2,2,0.0,2.0,2.0,0
21026,tere_sajoux,0,1,1,0.0,1.0,1.0,0
21027,lucas_m_silva,0,1,1,0.0,1.0,1.0,0
21028,ibethyyyyy_,0,1,1,0.0,1.0,1.0,0
21029,MACAYACOCINERO,0,1,1,0.0,1.0,1.0,0
21030,sofaylem,0,1,1,0.0,1.0,1.0,0
21031,jlarzamendia,0,1,1,0.0,1.0,1.0,0
21032,omarsalas39,1,2,3,1.0,4.0,5.0,0
21033,CaluRiMorel,2,1,3,2.0,1.0,3.0,0
21034,_p4ranoia,1,1,2,1.0,1.0,2.0,0
21035,PatoDeLuca,1,0,1,1.0,0.0,1.0,0
21036,exp_nanpu,1,0,1,1.0,0.0,1.0,0
21037,mdgastaldi,0,1,1,0.0,1.0,1.0,0
21038,LelelyAlay,0,1,1,0.0,1.0,1.0,0
21039,ferfdoce,0,1,1,0.0,1.0,1.0,0
21040,B166ERmx,0,1,1,0.0,1.0,1.0,0
21041,nuestraera,0,1,1,0.0,1.0,1.0,0
21042,estanislaograci,1,0,1,1.0,0.0,1.0,0
21043,rafer1978,0,1,1,0.0,1.0,1.0,0
21044,RuizGabrielaBel,0,3,3,0.0,3.0,3.0,0
21045,marugutierrez2,1,0,1,1.0,0.0,1.0,0
21046,BOMBONELPERRO,4,4,8,5.0,4.0,9.0,131
21047,whennightfall9,0,1,1,0.0,1.0,1.0,0
21048,CeciliaMauna,0,1,1,0.0,1.0,1.0,0
21049,JuanSaillen,0,1,1,0.0,2.0,2.0,0
21050,_ValenDure,1,4,5,1.0,4.0,5.0,0
21051,DuncanFerguson9,0,1,1,0.0,1.0,1.0,0
21052,pamelarwalker,1,0,1,1.0,0.0,1.0,0
21053,MaiBerenice,0,1,1,0.0,1.0,1.0,0
21054,lautaropuicanbj,0,1,1,0.0,1.0,1.0,0
21055,sakinaht13,0,1,1,0.0,1.0,1.0,0
21056,MaleSchargro,1,0,1,1.0,0.0,1.0,0
21057,valuvillagra_,0,1,1,0.0,1.0,1.0,0
21058,BritosFabio,1,1,2,1.0,1.0,2.0,0
21059,arielriojano,1,0,1,1.0,0.0,1.0,0
21060,cynthia_oh,2,7,9,2.0,7.0,9.0,131
21061,hector74045165,1,2,3,1.0,2.0,3.0,0
21062,missgreyday,0,1,1,0.0,1.0,1.0,0
21063,Marcemuniz,1,1,2,1.0,1.0,2.0,0
21064,KiaraaGarnero,1,0,1,1.0,0.0,1.0,0
21065,BeverleyLopez8,1,0,1,1.0,0.0,1.0,0
21066,Posquiroli,0,3,3,0.0,3.0,3.0,0
21067,cami_liset,0,1,1,0.0,1.0,1.0,0
21068,RutschAgustin,0,1,1,0.0,1.0,1.0,0
21069,pulitidaniel,0,1,1,0.0,2.0,2.0,0
21070,sol_ogas,0,1,1,0.0,1.0,1.0,0
21071,mariahinojosa05,1,0,1,1.0,0.0,1.0,0
21072,laurita86740147,1,5,6,1.0,9.0,10.0,0
21073,checho3011,0,1,1,0.0,1.0,1.0,0
21074,martinianolp,1,2,3,1.0,2.0,3.0,0
21075,Juano1986,1,0,1,1.0,0.0,1.0,0
21076,breanabarker242,1,4,5,1.0,4.0,5.0,0
21077,gattoplate,0,1,1,0.0,1.0,1.0,0
21078,MichaelgarciaK,1,0,1,1.0,0.0,1.0,0
21079,ConexaoSudaca,1,0,1,1.0,0.0,1.0,0
21080,VickyCobainlmL,0,1,1,0.0,1.0,1.0,0
21081,emergenciamigue,1,0,1,1.0,0.0,1.0,0
21082,PDXBou,0,1,1,0.0,1.0,1.0,0
21083,MariTB16,1,0,1,1.0,0.0,1.0,0
21084,gmn2088,0,1,1,0.0,1.0,1.0,0
21085,adrisssfar,0,1,1,0.0,1.0,1.0,0
21086,GiulianaRagone,1,0,1,1.0,0.0,1.0,0
21087,displismylife,0,1,1,0.0,1.0,1.0,0
21088,esd2000,0,1,1,0.0,1.0,1.0,0
21089,LauMart11,1,0,1,1.0,0.0,1.0,0
21090,LuSpanevello,1,1,2,1.0,1.0,2.0,0
21091,Annabel_Hunt,1,0,1,1.0,0.0,1.0,0
21092,GuillermoLipera,1,0,1,1.0,0.0,1.0,0
21093,zorritogaete,0,1,1,0.0,1.0,1.0,0
21094,DeliusDelia,2,1,3,2.0,1.0,3.0,0
21095,cordobavictor,0,1,1,0.0,1.0,1.0,0
21096,GreyBeard7982,0,1,1,0.0,1.0,1.0,0
21097,minegritayyo,0,1,1,0.0,1.0,1.0,0
21098,Vero_music_,0,1,1,0.0,1.0,1.0,0
21099,gabrielaborre,0,2,2,0.0,2.0,2.0,0
21100,topuzi_mirta,0,3,3,0.0,4.0,4.0,0
21101,miceli_juliana,1,6,7,1.0,7.0,8.0,91
21102,Nicety_1,0,1,1,0.0,1.0,1.0,0
21103,Djlucky12,0,1,1,0.0,1.0,1.0,0
21104,EnContramanoOk,0,3,3,0.0,3.0,3.0,0
21105,Luli_PW,1,0,1,1.0,0.0,1.0,0
21106,Polcado1,3,1,4,4.0,1.0,5.0,0
21107,miguelmiddonno,0,1,1,0.0,1.0,1.0,0
21108,negrura15,0,1,1,0.0,1.0,1.0,0
21109,hunter_ariel,0,1,1,0.0,1.0,1.0,0
21110,TeAmoChicaTT,0,1,1,0.0,1.0,1.0,0
21111,Carla_Johnson,0,2,2,0.0,2.0,2.0,0
21112,cheliii_tc,0,1,1,0.0,1.0,1.0,0
21113,pedrojose90,0,1,1,0.0,1.0,1.0,0
21114,CeeliBazan,1,1,2,1.0,1.0,2.0,0
21115,NancyMPanozzo,2,8,10,2.0,9.0,11.0,131
21116,rangelgomez,6,11,17,14.0,27.0,41.0,120
21117,maridicio,0,2,2,0.0,2.0,2.0,0
21118,AgosStinco,0,2,2,0.0,2.0,2.0,0
21119,camifarias_98,1,0,1,1.0,0.0,1.0,0
21120,RojoFurioso14,1,2,3,1.0,2.0,3.0,0
21121,sangredonamos,0,1,1,0.0,1.0,1.0,0
21122,senorabraun,1,0,1,1.0,0.0,1.0,0
21123,sofiaepifania,1,1,2,1.0,1.0,2.0,0
21124,marcelabarbier3,1,0,1,1.0,0.0,1.0,0
21125,GuidoAraujo74,1,0,1,1.0,0.0,1.0,0
21126,JuanCruzJulia,6,6,12,6.0,6.0,12.0,65
21127,CamporaSm,2,1,3,4.0,3.0,7.0,0
21128,JazAraniti,0,1,1,0.0,1.0,1.0,0
21129,JUANCESONI,0,1,1,0.0,1.0,1.0,0
21130,peronistsheep,4,5,9,4.0,5.0,9.0,178
21131,isabelburks_,0,1,1,0.0,1.0,1.0,0
21132,CollinsJayne,0,1,1,0.0,1.0,1.0,0
21133,tiedyegiraffes,0,1,1,0.0,1.0,1.0,0
21134,Michell34931496,0,3,3,0.0,3.0,3.0,0
21135,JubiladoArgento,0,2,2,0.0,2.0,2.0,0
21136,IvaanAValdez,0,1,1,0.0,1.0,1.0,0
21137,torrillate,0,1,1,0.0,2.0,2.0,0
21138,maiagallo2,0,4,4,0.0,4.0,4.0,0
21139,Music_Bball,0,1,1,0.0,1.0,1.0,0
21140,reina_soechting,0,2,2,0.0,3.0,3.0,0
21141,tuly840,1,0,1,1.0,0.0,1.0,0
21142,NeoProgressive1,1,0,1,1.0,0.0,1.0,0
21143,CeleRodenas,1,0,1,1.0,0.0,1.0,0
21144,SuperTrelew,1,0,1,1.0,0.0,1.0,0
21145,Antonellarisso_,0,1,1,0.0,1.0,1.0,0
21146,amayaucr,4,2,6,5.0,2.0,7.0,0
21147,GuilleIglesias1,0,1,1,0.0,1.0,1.0,0
21148,markcsoup,0,1,1,0.0,1.0,1.0,0
21149,AntiMirth,0,1,1,0.0,1.0,1.0,0
21150,Vivibatti,1,0,1,1.0,0.0,1.0,0
21151,Ovaquiros,8,10,18,8.0,13.0,21.0,131
21152,DJSPINtel,0,1,1,0.0,2.0,2.0,0
21153,extraditabless,0,1,1,0.0,1.0,1.0,0
21154,paigebag,0,1,1,0.0,1.0,1.0,0
21155,ShirleyAsef,0,1,1,0.0,1.0,1.0,0
21156,fcegatti,2,13,15,2.0,14.0,16.0,170
21157,iamvalexi,0,1,1,0.0,1.0,1.0,0
21158,unidosdchicago,0,1,1,0.0,1.0,1.0,0
21159,ovoxo_427,0,1,1,0.0,1.0,1.0,0
21160,VeroMartinez_E,1,0,1,1.0,0.0,1.0,0
21161,DaiOrozco15,0,2,2,0.0,2.0,2.0,0
21162,TriniGonzalez07,0,1,1,0.0,1.0,1.0,0
21163,Juliposse13,0,1,1,0.0,1.0,1.0,0
21164,Wardisaddam,0,1,1,0.0,1.0,1.0,0
21165,MissArgen,6,1,7,6.0,2.0,8.0,131
21166,pazpaolai,0,1,1,0.0,1.0,1.0,0
21167,DigitalMagica,0,1,1,0.0,1.0,1.0,0
21168,VickyRueda96,1,0,1,1.0,0.0,1.0,0
21169,AstridBears,0,2,2,0.0,2.0,2.0,0
21170,jen_2004,1,0,1,1.0,0.0,1.0,0
21171,MarianaMusu,0,1,1,0.0,1.0,1.0,0
21172,GabrielaHaehnel,0,1,1,0.0,1.0,1.0,0
21173,LautiPrieto,0,1,1,0.0,1.0,1.0,0
21174,PulguiCistaro,0,1,1,0.0,1.0,1.0,0
21175,fergarcia78,4,12,16,6.0,17.0,23.0,170
21176,DanAnStylo,1,0,1,1.0,0.0,1.0,0
21177,antezaana,2,10,12,2.0,12.0,14.0,131
21178,silvibrig,0,3,3,0.0,3.0,3.0,0
21179,gaveromero,0,2,2,0.0,4.0,4.0,0
21180,bettyrava68,4,6,10,4.0,6.0,10.0,131
21181,_Rob_B,1,0,1,1.0,0.0,1.0,0
21182,blujay4534,0,1,1,0.0,1.0,1.0,0
21183,likitry,0,1,1,0.0,1.0,1.0,0
21184,silvvil,1,0,1,1.0,0.0,1.0,0
21185,macbej,3,2,5,3.0,3.0,6.0,0
21186,LucasToledo24,0,1,1,0.0,1.0,1.0,0
21187,bigVinny56,0,1,1,0.0,1.0,1.0,0
21188,perlatorales,0,1,1,0.0,1.0,1.0,0
21189,GonzoPaolella,0,1,1,0.0,1.0,1.0,0
21190,SolStrobbe,0,1,1,0.0,1.0,1.0,0
21191,ABarbasola,0,1,1,0.0,1.0,1.0,0
21192,roberto3282,1,2,3,1.0,3.0,4.0,0
21193,SebaDeCaro,0,3,3,0.0,3.0,3.0,0
21194,cammrodriguez_,1,0,1,1.0,0.0,1.0,0
21195,momofeak,0,1,1,0.0,1.0,1.0,0
21196,laFUA,12,33,45,12.0,33.0,45.0,173
21197,Rosarina_07,1,0,1,1.0,0.0,1.0,0
21198,Baltiluligarg,0,1,1,0.0,1.0,1.0,0
21199,Virgili70518862,0,1,1,0.0,1.0,1.0,0
21200,GoFullAuto,1,1,2,1.0,1.0,2.0,0
21201,albertojosan,1,0,1,2.0,0.0,2.0,0
21202,LopezNiqolass20,0,2,2,0.0,2.0,2.0,0
21203,AgarPatricio,1,2,3,1.0,2.0,3.0,0
21204,RomeroFranco97,0,3,3,0.0,3.0,3.0,0
21205,VPrioretti,0,1,1,0.0,1.0,1.0,0
21206,ximeaxelera,1,0,1,1.0,0.0,1.0,0
21207,Javiultralepra,2,0,2,2.0,0.0,2.0,0
21208,Palominov15,1,1,2,1.0,1.0,2.0,0
21209,VergesMale,0,1,1,0.0,1.0,1.0,0
21210,opositorisima,0,2,2,0.0,2.0,2.0,0
21211,UBCH_VV,0,1,1,0.0,1.0,1.0,0
21212,agostinarojas22,0,1,1,0.0,1.0,1.0,0
21213,misslynsey,0,1,1,0.0,1.0,1.0,0
21214,ChamasEdith,1,0,1,1.0,0.0,1.0,0
21215,msftdh,1,0,1,1.0,0.0,1.0,0
21216,escriba,0,1,1,0.0,1.0,1.0,0
21217,SilviaSaravia2,1,0,1,1.0,0.0,1.0,0
21218,sfvasicek,0,3,3,0.0,3.0,3.0,0
21219,hugoflores02,1,2,3,1.0,2.0,3.0,0
21220,jol1000,1,2,3,1.0,2.0,3.0,0
21221,maia9511,0,1,1,0.0,1.0,1.0,0
21222,alecordoba5,1,0,1,1.0,0.0,1.0,0
21223,Pickston125,1,4,5,1.0,4.0,5.0,0
21224,QuintanaSilvina,0,1,1,0.0,1.0,1.0,0
21225,IMDAFI5THKXNG,0,1,1,0.0,1.0,1.0,0
21226,FedePellegrini_,0,1,1,0.0,1.0,1.0,0
21227,aiteok,0,1,1,0.0,1.0,1.0,0
21228,ObsComprometido,1,0,1,1.0,0.0,1.0,0
21229,javopochoclo,1,0,1,1.0,0.0,1.0,0
21230,DebdLun,0,1,1,0.0,1.0,1.0,0
21231,CormackSauce,1,0,1,1.0,0.0,1.0,0
